2017-01-05 16:56:02 GameBoard.<init>()	Hello World!
2017-01-05 16:56:02 QueryProlog.initialise()	consult('prolog/labyrinth.pl') suceeded
2017-01-05 16:56:03 QueryProlog.initialise()	setup(h1/h0). suceeded
2017-01-05 16:56:03 QueryProlog.getBoard()	board(X). suceeded
2017-01-05 16:56:03 GameBoard.setupBoardFromString()	Board created
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(a,_,I/J) suceeded
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(b,_,I/J) suceeded
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(a,List). suceeded
2017-01-05 16:56:03 GameBoard.initialise()	[crown, helmet, gold, chest, sword]
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(b,List). suceeded
2017-01-05 16:56:03 GameBoard.initialise()	[ring, keys, book, gem, fairy]
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.<init>()	 player a: 1.0player b:1.0
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	null
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(a,List). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding crown
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding helmet
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding gold
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding chest
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding sword
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(b,List). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding ring
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding keys
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding book
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding gem
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding fairy
2017-01-05 16:56:03 AI_Player.update()	------------------------------------------------------------------------------------
2017-01-05 16:56:03 AI_Player.update()	update
2017-01-05 16:56:03 QueryProlog.isGameState()	game_state( a, 1 ) suceeded
2017-01-05 16:56:03 QueryProlog.tryAndMakeMove()	try_and_make_move(a,h1). suceeded
2017-01-05 16:56:03 AI_Player.update()	Search took3ms
2017-01-05 16:56:03 QueryProlog.getBoard()	board(X). suceeded
2017-01-05 16:56:03 AI_Player.update()	----------------------------------------------------------------------
2017-01-05 16:56:03 AI_Player.update()		110,	1011,	111,	1100,	111,	1100,	11
2017-01-05 16:56:03 AI_Player.update()		1011,	1100,	1010,	11,	101,	1010,	1100
2017-01-05 16:56:03 AI_Player.update()		1110,	1010,	1110,	110,	111,	1010,	1011
2017-01-05 16:56:03 AI_Player.update()		1010,	101,	110,	11,	11,	1100,	101
2017-01-05 16:56:03 AI_Player.update()		1110,	101,	1101,	1010,	1011,	1010,	1011
2017-01-05 16:56:03 AI_Player.update()		1100,	1011,	101,	1110,	1001,	1011,	1001
2017-01-05 16:56:03 AI_Player.update()		1100,	101,	1101,	110,	1101,	110,	1001
2017-01-05 16:56:03 AI_Player.update()	----------------------------------------------------------------------
2017-01-05 16:56:03 GameBoard.recreateBoardFromString()	Board recreated
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(a,_,I/J) suceeded
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(b,_,I/J) suceeded
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(a,List). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding crown
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding helmet
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding gold
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding chest
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding sword
2017-01-05 16:56:03 QueryProlog.getTreasureList()	get_treasure_list(b,List). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding ring
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding keys
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding book
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding gem
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	adding fairy
2017-01-05 16:56:03 AI_Player.update()	------------------------------------------------------------------------------------
2017-01-05 16:56:03 AI_Player.update()	update
2017-01-05 16:56:03 QueryProlog.isGameState()	game_state( a, 1 ) failed
2017-01-05 16:56:03 QueryProlog.isGameState()	game_state( a, 2 ) suceeded
2017-01-05 16:56:03 QueryProlog.makeBestLocalMove()	make_best_local_move(a,h1). suceeded
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(a,_,I/J) suceeded
2017-01-05 16:56:03 QueryProlog.getPlayerPosition()	player(b,_,I/J) suceeded
2017-01-05 16:56:03 GameBoard.swapCurrentPlayer()	Swapping
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:03 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:03 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:03 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:04 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:04 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 16:56:04 QueryProlog.haveIWon()	have_I_won(b). failed
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 16:56:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 16:56:04 GameBoard.setupTreasurePanel()	1 1
